finishedAt,transport,clients,rate,rep,payloadBytes,pollIntervalMs,durationSec,latSamples,p50ms,p90ms,p95ms,p99ms,p999ms,maxMs,deliveryRatio,missedRate,wireBytesPerClient,appBytesPerClient,reqPerClientPerSec,serverCpuPct,serverRssMaxMB,serverLoopP99SliceMaxMs,serverLoopP99SliceMedMs,clampedSubResolution,serverBackpressure,generatorLoopP99ms,generatorLimited,errors,reconnects,runId
2026-08-27T11:37:49.638Z,sse,5000,20,2,200,1000,30,3026052,21.288,46.976,83.536,198.096,352.269,414.435,1.0087,0,134595,130776,0,69,135.2,156.37,58.03,0,0,12.17,false,0,0,sse-c5000-r20-1787830618641
2026-08-27T11:38:45.332Z,ws,5000,20,2,200,1000,30,2841712,119.709,1843.423,1980.957,2128.752,2128.752,2137.551,0.9472,0,127504,113668,0,76.4,79.3,1702.89,62.13,1,0,14.86,false,0,0,ws-c5000-r20-1787830672043
2026-08-27T12:48:13.838Z,poll,5000,20,1,200,1000,30,3000471,504.807,897.687,964.662,1036.633,1100.94,1100.94,1.0001,0,130821,122681,1,41,65.3,11.12,10.95,7,0,11.48,false,0,0,poll-c5000-r20-1787834843356
2026-08-27T12:49:34.754Z,poll-debounced,5000,20,1,200,1000,30,3130923,103.663,6731.704,7773.65,9646.616,17154.379,26755.314,1.0436,0,210278,146008,7.924,90.5,122,691.01,159.12,0,0,11.08,false,6921,0,poll-debounced-c5000-r20-1787834924253
2026-08-27T12:50:55.741Z,longpoll,5000,20,1,200,1000,30,1551801,72.339,111.397,119.709,138.237,159.634,183.086,0.5172,0,138696,77774,7.464,85.7,185,1553.99,653.26,0,0,11.23,false,4768,0,longpoll-c5000-r20-1787835005171
2026-08-27T12:52:16.625Z,sse,5000,20,1,200,1000,30,3000000,18.434,30.505,32.781,40.679,62.643,77.124,1.0003,0,133252,129640,0,66.4,127.1,66.45,43.71,0,0,11.81,false,0,0,sse-c5000-r20-1787835086150
2026-08-27T12:53:37.486Z,ws,5000,20,1,200,1000,30,2999960,14.855,24.582,26.416,28.387,37.855,43.729,1,0,122608,119998,0,54,103.6,39.45,38.83,3586,0,11.8,false,0,0,ws-c5000-r20-1787835167031
2026-08-27T12:55:03.356Z,poll,10000,20,1,200,1000,30,5999370,504.807,897.687,964.662,1036.633,1113.974,1244.072,0.9999,0,130792,122654,1,42.3,90.5,42.11,10.78,0,0,11.09,false,0,0,poll-c10000-r20-1787835247893
2026-08-27T12:56:29.322Z,poll-debounced,10000,20,1,200,1000,30,5942319,3522.695,8976.871,11970.85,18434.23,28387.36,35730.258,0.9903,0,144690,125465,2.364,66.5,89.6,929.04,417.07,1,0,11.49,false,26284,0,poll-debounced-c10000-r20-1787835333765
2026-08-27T12:57:55.377Z,longpoll,10000,20,1,200,1000,30,1435289,96.466,159.634,171.544,198.096,228.757,234.926,0.2392,0,54357,33993,2.488,60.7,140,1703.94,0,0,0,11.27,false,12294,0,longpoll-c10000-r20-1787835419730
2026-08-27T12:59:55.309Z,sse,10000,20,1,200,1000,30,4970144,103.663,245.824,283.874,378.552,469.759,518.236,0.8283,0,111423,107885,0,92.3,375.3,305.4,176.42,0,0,11.88,false,5532,5532,sse-c10000-r20-1787835505788
2026-08-27T13:05:06.941Z,poll-debounced,5000,20,2,200,1000,30,2923417,111.397,7233.942,8353.625,13823.722,19809.568,35524.946,0.9745,0,195664,136172,7.336,87.1,121.3,1106.25,137.49,0,0,11.17,false,6479,0,poll-debounced-c5000-r20-1787835856446
2026-08-27T13:06:28.394Z,longpoll,5000,20,2,200,1000,30,1442093,89.769,184.342,264.165,437.144,542.469,649.684,0.4806,0,114698,69230,5.458,70.8,156.7,1784.68,0,0,0,13.97,false,8149,0,longpoll-c5000-r20-1787835937353
2026-08-27T13:07:49.248Z,sse,5000,20,2,200,1000,30,3000000,19.81,32.781,32.781,103.663,212.875,228.182,1,0,133252,129640,0,67.3,138,114.75,45.29,0,0,12,false,0,0,sse-c5000-r20-1787836018802
2026-08-27T13:09:10.088Z,ws,5000,20,2,200,1000,30,3000000,14.855,24.582,26.416,28.387,43.714,62.822,1,0,122404,120000,0,53.1,96.2,42.34,39.52,0,0,12.71,false,0,0,ws-c5000-r20-1787836099651
2026-08-27T13:10:35.969Z,poll,10000,20,2,200,1000,30,5998982,504.807,897.687,964.662,1036.633,1100.677,1100.677,0.9998,0,130783,122646,1,50.4,88.9,10.99,10.87,0,0,11.21,false,0,0,poll-c10000-r20-1787836180535
2026-08-27T13:12:01.836Z,poll-debounced,10000,20,2,200,1000,30,5717987,3522.695,8976.871,13823.722,18434.23,26416.483,44220.716,0.953,0,145775,122305,2.895,74.4,119.4,812.65,37.88,0,0,11.62,false,24091,0,poll-debounced-c10000-r20-1787836266376
2026-08-27T13:13:27.875Z,longpoll,10000,20,2,200,1000,30,1536205,96.466,148.551,159.634,184.342,264.165,299.118,0.256,0,59052,36560,2.749,65.3,126.1,1750.07,0,0,0,11.31,false,21524,0,longpoll-c10000-r20-1787836352247
2026-08-27T13:15:22.307Z,sse,10000,20,2,200,1000,30,5203297,77.737,184.342,264.165,406.794,542.469,602.468,0.8672,0,116449,112946,0,97.9,353.4,349.96,97.71,0,0,13.01,false,1374,1374,sse-c10000-r20-1787836438286
2026-08-27T13:17:44.809Z,ws,10000,20,2,200,1000,30,5694562,128.64,469.759,542.469,582.942,582.942,607.178,0.9491,0,116406,113891,0,88,138.8,557.84,262.01,2250,0,11.53,false,1127,1127,ws-c10000-r20-1787836552717
2026-08-27T13:19:05.811Z,poll,5000,20,2,200,1000,30,3002230,504.807,897.687,964.662,1036.633,1113.974,1119.096,1.0007,0,130913,122753,1.001,41.8,66.2,11.08,10.97,0,0,11.49,false,0,0,poll-c5000-r20-1787836695215
2026-08-27T13:20:26.815Z,longpoll,5000,20,3,200,1000,30,1591178,77.737,119.709,128.64,148.551,159.634,188.151,0.5304,0,135628,78423,7.011,81.5,168.8,1513.1,0,0,0,11.12,false,7473,0,longpoll-c5000-r20-1787836776221
2026-08-27T13:21:47.650Z,sse,5000,20,3,200,1000,30,3000000,18.434,30.505,32.781,89.769,138.237,153.808,1,0,133252,129640,0,65.4,148.4,76.94,43.25,0,0,12.74,false,0,0,sse-c5000-r20-1787836857224
2026-08-27T13:23:08.537Z,ws,5000,20,3,200,1000,30,3000137,14.855,26.416,26.416,32.781,58.294,67.998,1,0,122608,120005,0,54.7,74.4,51.74,40.01,2884,0,12.71,false,0,0,ws-c5000-r20-1787836938059
2026-08-27T13:24:34.381Z,poll,10000,20,3,200,1000,30,6000791,504.807,897.687,964.662,1036.633,1101.582,1101.582,1,0,130817,122683,1,50.6,90,11.02,10.9,0,0,11.24,false,0,0,poll-c10000-r20-1787837018949
2026-08-27T13:26:00.256Z,poll-debounced,10000,20,3,200,1000,30,5840685,3522.695,8353.625,11970.85,17154.379,26416.483,43995.467,0.9734,0,145339,124071,2.619,70.4,127.7,1142.95,46.83,0,0,11.64,false,24352,0,poll-debounced-c10000-r20-1787837104792
2026-08-27T13:27:26.274Z,longpoll,10000,20,3,200,1000,30,1455167,83.536,128.64,138.237,159.634,184.342,188.052,0.2425,0,59722,35396,2.973,69,163.2,1652.56,0,0,0,11.28,false,10813,0,longpoll-c10000-r20-1787837190667
2026-08-27T13:29:27.651Z,sse,10000,20,3,200,1000,30,5407766,77.737,128.64,148.551,212.875,264.165,293.688,0.9013,0,121256,117385,0,123.6,215.1,159.12,93.13,0,0,12.42,false,900,900,sse-c10000-r20-1787837276685
2026-08-27T13:30:57.644Z,ws,10000,20,3,200,1000,30,5124496,1715.438,4371.445,4371.445,4371.445,4566.193,4566.193,0.8541,0,118732,102490,0,103.8,114.7,2034.24,0,0,0,12.03,false,0,0,ws-c10000-r20-1787837398059
2026-08-29T12:42:38.753Z,ws,10000,20,1,200,1000,30,5583446,35.227,582.942,723.394,777.365,777.365,797.232,0.9306,0,114202,111669,0,81.1,132.6,597.69,71.5,0,0,11.67,false,808,808,ws-c10000-r20-1788007278007
